Maze Type, Resolution, Solving Time, Short Corridors, Medium Corridors, Long Corridors, Seed
RecursiveBacktracker,256x256,1981,384,35876,0,0,670701196
RecursiveBacktracker,256x256,12072,54,35950,0,0,157772110
RecursiveBacktracker,256x256,7934,692,35490,0,0,263134086
RecursiveBacktracker,256x256,3722,443,35526,0,0,979859733
RecursiveBacktracker,256x256,5645,935,35577,0,0,660871169
RecursiveBacktracker,256x256,2988,159,35819,0,0,751176494
RecursiveBacktracker,256x256,4007,996,35761,0,0,830502807
RecursiveBacktracker,256x256,410,8887,35751,0,0,92207466
RecursiveBacktracker,256x256,8733,154,35814,0,0,995700409
RecursiveBacktracker,256x256,631,8359,35589,0,0,848667086
RecursiveBacktracker,256x256,3454,803,35772,0,0,554595050
RecursiveBacktracker,256x256,9960,297,35779,0,0,256692753
RecursiveBacktracker,256x256,2325,928,35551,0,0,407034171
RecursiveBacktracker,256x256,8259,003,35539,0,0,231598109
RecursiveBacktracker,256x256,8252,075,35699,0,0,752602816
RecursiveBacktracker,256x256,11002,26,35659,0,0,997224321
RecursiveBacktracker,256x256,6128,296,35420,0,0,63216469
RecursiveBacktracker,256x256,7705,963,35649,0,0,92896827
RecursiveBacktracker,256x256,8720,245,35694,0,0,222527392
RecursiveBacktracker,256x256,5835,907,35659,0,0,472402209
RecursiveBacktracker,256x256,8790,161,35797,0,0,975719813
RecursiveBacktracker,256x256,5110,168,35624,0,0,478392410
RecursiveBacktracker,256x256,2681,915,35541,0,0,302784380
RecursiveBacktracker,256x256,8324,035,35676,0,0,760373549
RecursiveBacktracker,256x256,5461,548,35618,0,0,732119554
RecursiveBacktracker,256x256,7556,549,35658,0,0,423196813
RecursiveBacktracker,256x256,3824,402,35689,0,0,560356146
RecursiveBacktracker,256x256,7234,192,35629,0,0,349596846
RecursiveBacktracker,256x256,3781,799,35592,0,0,261326131
RecursiveBacktracker,256x256,3594,574,35468,0,0,653579185
RecursiveBacktracker,256x256,47,94312,35443,0,0,103048149
RecursiveBacktracker,256x256,9330,262,35869,0,0,650100931
RecursiveBacktracker,256x256,634,2773,35789,0,0,414920530
RecursiveBacktracker,256x256,9638,458,35699,0,0,979914545
RecursiveBacktracker,256x256,8923,462,35707,0,0,641314095
RecursiveBacktracker,256x256,1763,947,35449,0,0,391176820
RecursiveBacktracker,256x256,7356,689,35591,0,0,943825911
RecursiveBacktracker,256x256,4599,182,35659,0,0,822954141
RecursiveBacktracker,256x256,3360,779,35736,0,0,865794033
RecursiveBacktracker,256x256,864,8682,35861,0,0,323224661
RecursiveBacktracker,256x256,6366,577,35574,0,0,588006601
RecursiveBacktracker,256x256,6243,164,35679,0,0,354380635
RecursiveBacktracker,256x256,3891,968,35605,0,0,921779532
RecursiveBacktracker,256x256,8176,331,35552,0,0,311602517
RecursiveBacktracker,256x256,4073,914,35920,0,0,105420615
RecursiveBacktracker,256x256,7913,818,35768,0,0,333008447
RecursiveBacktracker,256x256,8103,638,35700,0,0,259978967
RecursiveBacktracker,256x256,7791,748,35614,0,0,279155923
RecursiveBacktracker,256x256,4746,033,35553,0,0,500438930
RecursiveBacktracker,256x256,6576,965,35417,0,0,736438469
RecursiveBacktracker,256x256,777,5879,35685,0,0,443891678
RecursiveBacktracker,256x256,7133,85,35723,0,0,546235124
RecursiveBacktracker,256x256,2186,829,35891,0,0,798761613
RecursiveBacktracker,256x256,997,3145,35564,0,0,659460803
RecursiveBacktracker,256x256,7357,544,35663,0,0,973519538
RecursiveBacktracker,256x256,6614,746,35564,0,0,649469326
RecursiveBacktracker,256x256,1963,135,35636,0,0,635944435
RecursiveBacktracker,256x256,1645,508,35590,0,0,870237967
RecursiveBacktracker,256x256,2201,477,35774,0,0,424854290
RecursiveBacktracker,256x256,6234,558,35615,0,0,472080071
RecursiveBacktracker,256x256,458,8013,35559,0,0,753713381
RecursiveBacktracker,256x256,7847,107,35481,0,0,415850205
RecursiveBacktracker,256x256,497,5586,35660,0,0,643910675
RecursiveBacktracker,256x256,6424,316,35958,0,0,256166370
RecursiveBacktracker,256x256,1149,597,35630,0,0,603455706
RecursiveBacktracker,256x256,2738,464,35690,0,0,374718434
RecursiveBacktracker,256x256,9390,076,35759,0,0,265225920
Prims,16x16,0,2441406,0,91,31,458612668
Prims,16x16,0,2441406,0,91,35,501694776
Prims,16x16,0,1220703,0,89,33,527610649
Prims,16x16,0,1831055,0,94,31,454313340
Prims,16x16,0,2441406,0,86,34,253140038
Prims,16x16,0,2441406,0,102,32,542696818
Prims,16x16,0,1831055,0,109,24,783244575
Prims,16x16,0,3051758,0,85,33,137505812
Prims,16x16,0,1831055,0,88,31,506571204
Prims,16x16,0,2441406,0,91,33,380283165
Prims,16x16,0,2441406,0,97,30,727970013
Prims,16x16,0,2441406,0,85,34,892737113
Prims,16x16,0,3662109,0,107,27,777552688
Prims,16x16,0,1220703,0,95,30,225312253
Prims,16x16,0,1220703,0,99,30,308831034
Prims,16x16,0,2441406,0,80,39,199593721
Prims,16x16,0,3051758,0,83,34,893855414
Prims,16x16,0,1220703,0,85,34,330281768
Prims,16x16,0,1831055,0,99,30,247305736
Prims,16x16,0,3662109,0,92,37,285922288
Prims,16x16,0,3662109,0,78,34,39374455
Prims,16x16,0,1220703,0,104,31,457133458
Prims,16x16,0,1220703,0,105,32,285500678
Prims,16x16,0,2441406,0,98,31,693698323
Prims,16x16,0,2441406,0,99,31,9570562
Prims,16x16,0,3051758,0,88,32,942487901
Prims,16x16,0,1220703,0,105,26,461453767
Prims,16x16,0,1220703,0,90,31,17819669
Prims,16x16,0,1220703,0,79,39,986852755
Prims,16x16,0,06103516,0,91,33,62427143
Prims,16x16,0,1220703,0,92,31,14260042
Prims,16x16,0,3051758,0,101,31,353142963
Prims,16x16,0,3051758,0,98,32,83903602
Prims,16x16,0,1831055,0,88,32,144883059
Prims,16x16,0,1831055,0,94,33,600598841
Prims,16x16,0,3051758,0,80,36,140908010
Prims,16x16,0,3051758,0,101,28,992019639
Prims,16x16,0,1831055,0,96,31,18340560
Prims,16x16,0,3051758,0,97,33,660203053
Prims,16x16,0,2441406,0,99,28,40195622
Prims,16x16,0,1831055,0,93,33,721312448
Prims,16x16,0,1220703,0,92,29,468897966
Prims,16x16,0,1220703,0,112,26,981509754
Prims,16x16,0,2441406,0,90,31,853790733
Prims,16x16,0,1220703,0,109,29,428423304
Prims,16x16,0,2441406,0,103,32,643416524
Prims,16x16,0,2441406,0,114,27,436505488
Prims,16x16,0,06103516,0,98,32,282422477
Prims,16x16,0,1220703,0,98,28,133051236
Prims,16x16,0,1831055,0,80,36,397188510
Prims,16x16,0,1220703,0,90,35,284776323
Prims,16x16,0,2441406,0,109,25,27672899
Prims,16x16,0,1831055,0,108,28,851598082
Prims,16x16,0,3051758,0,101,29,69422911
Prims,16x16,0,1220703,0,100,30,222218050
Prims,16x16,0,2441406,0,94,33,970164984
Prims,16x16,0,1831055,0,102,32,413563283
Prims,16x16,0,1220703,0,115,25,528755650
Prims,16x16,0,2441406,0,98,27,744783576
Prims,16x16,0,3662109,0,105,27,95746332
Prims,16x16,0,1831055,0,97,30,341899796
Prims,16x16,0,3051758,0,100,28,142458964
Prims,16x16,0,2441406,0,107,25,696087579
Prims,16x16,0,3051758,0,99,33,331794358
Prims,16x16,0,1220703,0,89,35,690576322
Prims,16x16,0,1831055,0,104,27,552232303
Prims,16x16,0,1220703,0,89,37,705762790
Prims,16x16,0,1831055,0,92,32,123957188
Prims,16x16,0,1220703,0,104,32,112304937
Prims,16x16,0,1831055,0,104,28,110134807
Prims,16x16,0,2441406,0,95,31,418348606
Prims,16x16,0,1831055,0,99,30,206947750
Prims,16x16,0,1220703,0,97,31,387607524
Prims,16x16,0,1220703,0,92,35,757477362
Prims,16x16,0,1831055,0,96,34,126243427
Prims,16x16,0,06103516,0,89,32,324677050
Prims,16x16,0,1220703,0,97,30,522456711
Prims,16x16,0,1831055,0,89,34,507198663
Prims,16x16,0,1220703,0,101,32,124618735
Prims,16x16,0,2441406,0,100,33,918433447
Prims,16x16,0,1831055,0,80,38,307621611
Prims,16x16,0,1831055,0,86,34,466207901
Prims,16x16,0,2441406,0,99,30,175995579
Prims,16x16,0,3051758,0,92,35,334301265
Prims,16x16,0,2441406,0,89,35,655045904
Prims,16x16,0,1831055,0,98,36,807528725
Prims,16x16,0,3051758,0,112,29,64804534
Prims,16x16,0,1831055,0,79,37,717604124
Prims,16x16,0,1220703,0,105,28,54715210
Prims,16x16,0,3051758,0,77,38,514008615
Prims,16x16,0,1831055,0,99,31,247591765
Prims,16x16,0,1831055,0,94,34,523596418
Prims,16x16,0,2441406,0,111,24,754254215
Prims,16x16,0,1831055,0,87,33,648007653
Prims,16x16,0,1220703,0,106,27,262814034
Prims,16x16,0,1220703,0,111,26,80612782
Prims,16x16,0,1831055,0,101,29,19154316
Prims,16x16,0,1220703,0,101,28,758549161
Prims,16x16,0,1220703,0,106,28,437487926
Prims,16x16,0,4272461,0,103,27,530677270
Prims,32x32,1,525879,276,248,3,531064985
Prims,32x32,0,6713867,289,237,5,590287887
Prims,32x32,0,4882813,286,230,5,399389436
Prims,32x32,0,6713867,287,244,5,154663932
Prims,32x32,0,6713867,273,243,3,861251465
Prims,32x32,0,2441406,256,236,10,101914830
Prims,32x32,1,708984,279,237,9,149059972
Prims,32x32,1,342773,314,237,3,800512348
Prims,32x32,0,2441406,283,247,4,372545
Prims,32x32,1,159668,301,234,6,861542362
Prims,32x32,0,7324219,271,244,7,410826510
Prims,32x32,1,281738,280,236,6,314564987
Prims,32x32,0,6713867,271,247,6,71065771
Prims,32x32,0,3051758,263,240,5,828042717
Prims,32x32,1,281738,263,239,7,568882600
Prims,32x32,0,8544922,276,239,6,782537322
Prims,32x32,0,5493164,288,236,4,923512347
Prims,32x32,1,220703,262,265,3,88952532
Prims,32x32,0,5493164,280,215,8,205920224
Prims,32x32,0,6103516,265,239,8,969769824
Prims,32x32,0,5493164,263,251,6,8167893
Prims,32x32,1,464844,287,240,6,266194324
Prims,32x32,0,9155273,299,235,8,189603914
Prims,32x32,1,281738,288,219,7,287756987
Prims,32x32,0,3662109,269,245,4,4517281
Prims,32x32,0,6713867,282,234,5,329908898
Prims,32x32,0,3051758,276,256,4,203976532
Prims,32x32,1,220703,275,233,6,496669409
Prims,32x32,0,4272461,303,237,5,233126734
Prims,32x32,0,3662109,277,228,7,128301953
Prims,32x32,1,159668,280,241,4,93253273
Prims,32x32,0,8544922,281,232,8,235753292
Prims,32x32,0,793457,303,237,6,431602040
Prims,32x32,1,037598,267,242,6,24728422
Prims,32x32,1,098633,293,235,7,611085367
Prims,32x32,0,9155273,261,255,3,467006592
Prims,32x32,0,4272461,278,250,2,886057041
Prims,32x32,0,6103516,276,230,7,755799024
Prims,32x32,1,281738,291,236,5,23465407
Prims,32x32,0,6103516,265,232,5,566910621
Prims,32x32,0,4272461,286,240,5,631503229
Prims,32x32,0,4882813,263,262,3,832219139
Prims,32x32,1,098633,257,246,6,899306056
Prims,32x32,0,793457,255,252,5,807495446
Prims,32x32,0,6713867,268,261,2,169282462
Prims,32x32,1,525879,259,241,3,632378170
Prims,32x32,1,037598,277,247,3,348285433
Prims,32x32,0,5493164,254,258,5,515451802
Prims,32x32,0,6103516,253,252,3,96375255
Prims,32x32,0,8544922,280,240,5,936744020
Prims,32x32,1,098633,253,254,3,432142211
Prims,32x32,0,4272461,291,244,3,665805539
Prims,32x32,1,281738,298,241,4,303083993
Prims,32x32,0,8544922,242,243,3,816061356
Prims,32x32,1,098633,301,234,6,105269112
Prims,32x32,0,3051758,265,264,3,37463283
Prims,32x32,1,098633,264,249,4,191006130
Prims,32x32,0,8544922,264,235,6,287013203
Prims,32x32,0,6713867,275,236,5,576875706
Prims,32x32,0,5493164,284,251,3,606601438
Prims,32x32,0,793457,263,242,7,872123923
Prims,32x32,0,8544922,280,233,7,894934453
Prims,32x32,1,281738,273,236,6,678177917
Prims,32x32,1,098633,271,232,9,83101662
Prims,32x32,1,281738,286,244,5,841452863
Prims,32x32,0,3051758,262,252,3,7641015
Prims,32x32,0,7324219,266,239,6,26118193
Prims,32x32,0,4882813,267,255,2,886380726
Prims,32x32,0,9765625,299,244,3,979723306
Prims,32x32,1,037598,301,247,4,236803159
Prims,32x32,0,9765625,264,266,1,3540634
Prims,32x32,1,098633,256,248,3,28746018
Prims,32x32,1,098633,257,241,6,475290550
Prims,32x32,0,9155273,302,247,2,723996234
Prims,32x32,0,4272461,273,261,3,84829752
Prims,32x32,1,281738,298,236,5,596448491
Prims,32x32,1,403809,291,247,4,681707826
Prims,32x32,0,793457,274,230,4,689154309
Prims,32x32,1,159668,264,234,8,399889671
Prims,32x32,0,2441406,254,256,4,992417921
Prims,32x32,1,220703,280,255,2,596220869
Prims,32x32,1,220703,269,246,2,521183822
Prims,32x32,1,098633,276,250,2,442457411
Prims,32x32,1,037598,275,244,7,381267099
Prims,32x32,0,4882813,243,244,7,386281769
Prims,32x32,1,159668,265,237,5,147837108
Prims,32x32,0,3662109,291,251,4,631104798
Prims,32x32,0,9155273,263,227,6,641798976
Prims,32x32,0,7324219,264,248,4,496130557
Prims,32x32,0,3662109,298,239,5,773196305
Prims,32x32,0,9155273,253,244,3,161108520
Prims,32x32,0,793457,288,243,4,195353713
Prims,32x32,0,3051758,302,234,5,308197076
Prims,32x32,1,098633,268,248,7,124503593
Prims,32x32,1,098633,271,230,5,649915123
Prims,32x32,0,3051758,264,239,5,202970533
Prims,32x32,1,037598,310,240,3,789743497
Prims,32x32,0,793457,256,243,7,248785965
Prims,32x32,1,403809,263,246,5,621443840
Prims,32x32,0,6713867,274,246,4,436654740
Prims,64x64,4,577637,1979,137,0,708752607
Prims,64x64,1,403809,1991,119,0,288554814
Prims,64x64,2,685547,1934,125,0,338615087
Prims,64x64,6,408691,1991,127,0,202306557
Prims,64x64,3,417969,2001,119,0,695236114
Prims,64x64,3,90625,1930,134,0,158914997
Prims,64x64,6,286621,2012,125,0,158838585
Prims,64x64,6,469727,1933,131,0,993500504
Prims,64x64,3,90625,1966,134,0,214503228
Prims,64x64,4,272461,2028,117,0,853815984
Prims,64x64,4,150391,1980,124,0,674762819
Prims,64x64,1,831055,1991,112,1,743516681
Prims,64x64,1,159668,2011,114,0,167896544
Prims,64x64,2,624512,1990,120,0,246517720
Prims,64x64,4,333496,2004,123,0,940232373
Prims,64x64,4,394531,1940,144,0,668609913
Prims,64x64,5,67627,2009,132,0,560459337
Prims,64x64,2,075195,1965,129,0,72024265
Prims,64x64,5,432129,1936,131,0,76712792
Prims,64x64,6,164551,1967,131,0,154181798
Prims,64x64,5,126953,1982,134,0,880148786
Prims,64x64,3,967285,1942,130,1,792045428
Prims,64x64,4,455566,1946,133,1,131295877
Prims,64x64,2,929688,1962,127,1,931987444
Prims,64x64,6,530762,2060,109,0,906708066
Prims,64x64,0,8544922,2013,121,0,223048803
Prims,64x64,2,563477,1996,121,0,68549347
Prims,64x64,5,310059,1958,123,0,849156208
Prims,64x64,2,258301,1966,119,0,121271530
Prims,64x64,3,295898,1972,121,0,342346429
Prims,64x64,2,563477,1951,116,0,329962909
Prims,64x64,7,141113,1986,129,0,966623428
Prims,64x64,4,150391,2003,118,0,709475375
Prims,64x64,3,723145,1996,135,0,117530118
Prims,64x64,1,708984,1984,117,0,680100192
Prims,64x64,4,882813,2031,106,0,345849829
Prims,64x64,2,01416,2064,105,0,702141572
Prims,64x64,6,958008,2016,115,0,810181396
Prims,64x64,3,295898,1965,134,0,986481729
Prims,64x64,6,591797,1985,119,0,837071761
Prims,64x64,2,807617,1930,122,1,106061586
Prims,64x64,3,051758,1980,130,1,513796745
Prims,64x64,2,868652,1987,117,0,871277781
Prims,64x64,3,417969,2013,124,0,775810962
Prims,64x64,4,882813,2002,126,0,771103819
Prims,64x64,1,281738,1977,123,0,471949045
Prims,64x64,0,8544922,1976,128,0,505914102
Prims,64x64,0,9765625,1996,113,0,607445096
Prims,64x64,2,319336,2023,122,0,30624160
Prims,64x64,3,967285,1943,132,1,566225104
Prims,64x64,1,037598,2007,129,0,493996755
Prims,64x64,3,051758,1930,124,0,380870794
Prims,64x64,0,793457,1962,125,1,479725872
Prims,64x64,1,831055,1945,139,0,518400033
Prims,64x64,4,211426,2028,119,0,700213442
Prims,64x64,3,356934,2011,121,0,795190078
Prims,64x64,3,417969,1996,122,1,164043847
Prims,64x64,1,342773,2001,118,0,86049270
Prims,64x64,4,821777,1964,124,0,126375515
Prims,64x64,3,723145,1928,142,0,34192972
Prims,64x64,1,403809,1986,123,0,148973653
Prims,64x64,5,493164,1981,133,0,760688493
Prims,64x64,3,112793,1934,132,1,526594243
Prims,64x64,3,356934,2025,114,0,699571472
Prims,64x64,5,187988,1904,149,0,647942989
Prims,64x64,1,037598,2030,114,0,203713443
Prims,64x64,3,601074,2028,112,0,801178236
Prims,64x64,4,516602,2017,122,1,273762959
Prims,64x64,2,197266,1974,133,0,812383496
Prims,64x64,1,953125,1951,126,1,113047746
Prims,64x64,2,258301,2024,122,0,311486259
Prims,64x64,2,441406,2004,134,0,88015123
Prims,64x64,1,77002,1952,134,0,256961636
Prims,64x64,4,638672,1966,131,0,703401847
Prims,64x64,3,90625,2010,121,0,503509680
Prims,64x64,1,586914,1960,128,0,780960329
Prims,64x64,2,929688,1894,133,0,481768928
Prims,64x64,2,380371,1992,123,0,826460471
Prims,64x64,5,126953,2009,113,0,93886626
Prims,64x64,3,112793,1962,131,0,273370051
Prims,64x64,4,699707,1969,135,1,537116354
Prims,64x64,4,089355,1985,121,0,553885305
Prims,64x64,3,845215,1931,134,0,122217945
Prims,64x64,2,929688,1955,125,0,472018266
Prims,64x64,1,525879,1988,122,1,461673693
Prims,64x64,1,525879,1976,121,0,675144536
Prims,64x64,3,112793,2030,117,0,409944387
Prims,64x64,4,882813,2011,108,1,93089762
Prims,64x64,3,540039,1971,131,0,807263791
Prims,64x64,6,530762,2040,117,0,285383510
Prims,64x64,2,624512,2021,129,0,28360838
Prims,64x64,3,234863,1998,116,0,935909400
Prims,64x64,2,990723,1959,138,0,471105215
Prims,64x64,4,943848,2008,115,0,944718136
Prims,64x64,0,9765625,1951,125,0,785859461
Prims,64x64,4,211426,1996,118,1,429571303
Prims,64x64,4,760742,1983,125,0,653650452
Prims,64x64,2,746582,1916,149,0,598435793
Prims,64x64,3,845215,2024,125,0,768038093
Prims,64x64,4,089355,1941,138,0,888446120
Prims,128x128,15,19775,8463,17,0,595442407
Prims,128x128,100,769,8443,7,0,127410756
Prims,128x128,21,1792,8372,15,0,44095135
Prims,128x128,4,089355,8496,8,0,176473397
Prims,128x128,21,3623,8425,14,0,418574038
Prims,128x128,18,49365,8507,10,0,524536487
Prims,128x128,18,37158,8359,15,0,54878324
Prims,128x128,15,625,8400,13,0,134704887
Prims,128x128,5,310059,8350,16,0,304389508
Prims,128x128,13,79395,8411,9,0,455227958
Prims,128x128,8,422852,8485,13,0,26470681
Prims,128x128,24,35303,8428,18,0,372684041
Prims,128x128,15,01465,8511,6,0,494293660
Prims,128x128,5,432129,8506,11,0,671505838
Prims,128x128,8,117676,8479,13,0,457153469
Prims,128x128,19,04297,8438,7,0,678284873
Prims,128x128,11,84082,8431,15,0,823948017
Prims,128x128,10,74219,8459,12,0,932265124
Prims,128x128,10,92529,8560,15,0,115413028
Prims,128x128,23,25439,8420,14,0,788137054
Prims,128x128,23,31543,8465,8,0,37963142
Prims,128x128,4,577637,8340,15,0,886670763
Prims,128x128,5,249023,8479,5,0,704821025
Prims,128x128,21,48438,8389,11,0,826955747
Prims,128x128,27,09961,8500,18,0,181530739
Prims,128x128,13,12256,8443,11,0,389662009
Prims,128x128,23,37646,8519,15,0,20652964
Prims,128x128,9,521484,8516,10,0,272739307
Prims,128x128,12,08496,8490,15,0,534560488
Prims,128x128,5,187988,8425,9,0,196161343
Prims,128x128,3,295898,8463,15,0,179301693
Prims,128x128,16,11328,8405,14,0,313567151
Prims,128x128,18,67676,8480,15,0,101368125
Prims,128x128,17,39502,8358,16,0,905172050
Prims,128x128,14,46533,8499,13,0,293395108
Prims,128x128,109,7412,8563,7,0,473204120
Prims,128x128,10,55908,8467,13,0,436097645
Prims,128x128,14,95361,8314,20,0,522330202
Prims,128x128,14,83154,8459,11,0,751787378
Prims,128x128,7,8125,8403,15,0,102652931
Prims,128x128,12,39014,8543,12,0,368591660
Prims,128x128,15,74707,8517,15,0,463870565
Prims,128x128,25,02441,8462,19,0,92359939
Prims,128x128,12,75635,8566,12,0,113495329
Prims,128x128,7,141113,8262,24,0,392926954
Prims,128x128,21,05713,8476,14,0,473289606
Prims,128x128,14,28223,8479,13,0,586510082
Prims,128x128,19,53125,8430,7,0,883059831
Prims,128x128,17,76123,8452,18,0,546617554
Prims,128x128,19,83643,8473,15,0,288831433
Prims,128x128,3,967285,8539,7,0,831937205
Prims,128x128,6,164551,8550,14,0,233746108
Prims,128x128,16,05225,8409,16,0,160223738
Prims,128x128,25,93994,8443,13,0,603223631
Prims,128x128,19,89746,8468,11,0,377169079
Prims,128x128,3,601074,8500,18,0,939816825
Prims,128x128,7,202148,8490,13,0,214328546
Prims,128x128,16,05225,8480,7,0,494516034
Prims,128x128,15,31982,8500,18,0,162728728
Prims,128x128,12,02393,8479,21,0,94336207
Prims,128x128,17,63916,8475,16,0,159839926
Prims,128x128,10,13184,8503,3,0,178895921
Prims,128x128,17,39502,8519,10,0,752091639
Prims,128x128,7,873535,8378,6,0,170849705
Prims,128x128,22,15576,8472,8,0,321396735
Prims,128x128,12,45117,8385,15,0,568384283
Prims,128x128,27,28271,8524,10,0,899235073
Prims,128x128,98,14453,8413,17,0,960621928
Prims,128x128,26,42822,8401,16,0,30010504
Prims,128x128,11,96289,8373,20,0,235967178
Prims,128x128,14,4043,8424,11,0,605755729
Prims,128x128,15,80811,8416,13,0,792672333
Prims,128x128,16,41846,8387,14,0,236144646
Prims,128x128,20,99609,8491,12,0,149880503
Prims,128x128,21,24023,8412,15,0,361774742
Prims,128x128,22,76611,8398,21,0,657949852
Prims,128x128,11,04736,8485,12,0,131045673
Prims,128x128,11,16943,8354,12,0,846232340
Prims,128x128,20,01953,8444,9,0,890739317
Prims,128x128,10,98633,8484,9,0,819325311
Prims,128x128,5,615234,8497,9,0,519074853
Prims,128x128,19,28711,8534,11,0,558967320
Prims,128x128,4,333496,8403,14,0,265083184
Prims,128x128,18,79883,8454,14,0,86096446
Prims,128x128,16,72363,8507,12,0,954200274
Prims,128x128,13,30566,8408,11,0,44676458
Prims,128x128,11,47461,8370,15,0,55921587
Prims,128x128,20,75195,8426,7,0,568557309
Prims,128x128,8,483887,8458,11,0,559938656
Prims,128x128,20,01953,8492,13,0,830602583
Prims,128x128,16,29639,8401,17,0,88270811
Prims,128x128,12,45117,8496,16,0,216863545
Prims,128x128,14,52637,8501,13,0,24682296
Prims,128x128,8,178711,8463,16,0,464528436
Prims,128x128,20,69092,8367,13,0,225433123
Prims,128x128,24,35303,8389,17,0,924956460
Prims,128x128,36,43799,8484,8,0,518883732
Prims,128x128,93,32275,8411,11,0,544340708
Prims,128x128,16,6626,8404,10,0,470579871
Prims,128x128,5,432129,8477,14,0,635151977
Prims,256x256,43,396,33749,0,0,243047061
Prims,256x256,78,73535,33909,0,0,655668220
Prims,256x256,130,3711,33912,0,0,928100284
Prims,256x256,83,19092,33995,2,0,883296184
Prims,256x256,143,0054,33785,0,0,183923152
Prims,256x256,30,27344,34080,0,0,658199832
Prims,256x256,28,19824,33924,0,0,126086242
Prims,256x256,78,30811,33843,0,0,94113143
Prims,256x256,50,90332,34086,0,0,321668828
Prims,256x256,91,30859,34035,0,0,375344549
Prims,256x256,53,89404,33723,1,0,979551106
Prims,256x256,209,6558,33792,1,0,35798932
Prims,256x256,49,62158,34232,0,0,910121546
Prims,256x256,38,45215,33853,0,0,886755321
Prims,256x256,73,91357,34032,0,0,345662409
Prims,256x256,240,6006,33766,2,0,960844821
Prims,256x256,122,9248,34065,0,0,490428125
Prims,256x256,101,7456,34024,0,0,137137247
Prims,256x256,276,9165,33997,0,0,184315599
Prims,256x256,51,51367,33970,1,0,237058124
Prims,256x256,73,73047,33993,0,0,38273371
Prims,256x256,126,9531,33891,0,0,355904588
Prims,256x256,233,8867,33963,0,0,924100952
Prims,256x256,89,35547,34081,0,0,673980759
Prims,256x256,50,59814,34144,0,0,17032393
Prims,256x256,109,1919,33906,0,0,793422073
Prims,256x256,87,21924,33879,0,0,209062490
Prims,256x256,8,239746,34108,1,0,270124816
Prims,256x256,190,979,33980,0,0,646310571
Prims,256x256,77,51465,33631,1,0,407305571
Prims,256x256,87,58545,34110,0,0,258233876
Prims,256x256,30,51758,33843,1,0,259003786
Prims,256x256,107,5439,33945,0,0,233811766
Prims,256x256,190,1855,33729,0,0,869574959
Prims,256x256,32,2876,33727,0,0,875232083
Prims,256x256,108,4595,34031,0,0,815222274
Prims,256x256,114,3799,34019,1,0,423575303
Prims,256x256,248,3521,33938,0,0,757915714
Prims,256x256,30,0293,34115,0,0,116398388
Prims,256x256,105,957,33674,0,0,18745786
Prims,256x256,8,178711,33857,0,0,85989427
Prims,256x256,53,77197,33796,0,0,300317369
Prims,256x256,53,28369,33852,1,0,359818315
Prims,256x256,24,84131,34031,0,0,303651417
Prims,256x256,28,56445,34117,0,0,160189412
Prims,256x256,161,6211,34053,0,0,421532687
Prims,256x256,70,49561,33867,0,0,79377894
Prims,256x256,36,9873,33839,0,0,93936867
Prims,256x256,142,0288,33966,0,0,24436223
Prims,256x256,116,1499,33901,0,0,236734399
Prims,256x256,198,6084,33868,0,0,968837211
Prims,256x256,61,03516,33904,0,0,732306365
Prims,256x256,99,24316,34033,0,0,13223682
Prims,256x256,55,29785,34073,0,0,410570054
Prims,256x256,269,7754,33803,0,0,658676900
Prims,256x256,118,8354,33967,0,0,661511517
Prims,256x256,145,6909,33930,0,0,830577224
Prims,256x256,100,8911,33927,0,0,684380407
Prims,256x256,134,2163,33952,1,0,255514459
Prims,256x256,91,55273,33907,0,0,870182430
Prims,256x256,122,0703,34038,0,0,379449770
Prims,256x256,78,125,33928,0,0,219554248
Prims,256x256,12,81738,34000,0,0,322317076
Prims,256x256,282,1045,33834,0,0,876210306
Prims,256x256,79,83398,33786,0,0,940131637
Prims,256x256,60,18066,33936,0,0,13723425
Prims,256x256,20,75195,33939,0,0,472627493
Prims,256x256,42,60254,33925,1,0,182481547
Prims,256x256,1131,592,33993,0,0,584270798
Prims,256x256,957,6416,33851,0,0,552216445
Prims,256x256,666,748,33950,0,0,481675175
Prims,256x256,679,6265,33482,0,0,391398563
Prims,256x256,912,9028,33954,0,0,805380394
Prims,256x256,223,999,33817,2,0,592603879
Prims,256x256,747,9858,33988,0,0,997924861
Prims,256x256,629,6997,33851,0,0,660183171
Prims,256x256,778,9307,33903,0,0,237188867
Prims,256x256,474,0601,33779,0,0,282872352
Prims,256x256,245,9106,33950,0,0,583902209
Prims,256x256,598,2666,33930,0,0,684914828
Prims,256x256,523,6816,34037,0,0,500176461
Prims,256x256,173,5229,33997,0,0,760572757
Prims,256x256,642,2729,33765,0,0,82944874
Prims,256x256,625,7935,33876,0,0,550371651
Prims,256x256,553,4058,33830,0,0,148782676
Prims,256x256,508,8501,33914,0,0,86739778
Prims,256x256,158,8135,33983,0,0,143541222
Prims,256x256,160,2783,33856,0,0,353996911
Prims,256x256,240,2954,33915,0,0,275456972
Prims,256x256,719,4824,34091,0,0,780902234
Prims,256x256,442,2607,33903,0,0,266709290
Prims,256x256,419,3115,33944,0,0,620661789
Prims,256x256,274,1089,33956,0,0,781485567
Prims,256x256,280,5176,33862,0,0,233834933
Prims,256x256,672,5464,33928,0,0,16596112
Prims,256x256,655,3955,33818,0,0,871911168
Prims,256x256,762,0239,33940,0,0,159600793
